"W1000T","UAA","WineShare","res","x","y"
210,700,0.3,1000,4987,1959
400,1400,0.29,1000,4988,1959
NA,NA,NA,1000,4989,1959
10,40,0.25,1000,4998,1959
NA,NA,NA,1000,4999,1959
NA,NA,NA,1000,4961,1958
NA,NA,NA,1000,4962,1958
NA,NA,NA,1000,4975,1958
NA,NA,NA,1000,4986,1958
80,400,0.2,1000,4987,1958
150,400,0.38,1000,4988,1958
250,600,0.42,1000,4997,1958
100,400,0.25,1000,4998,1958
NA,NA,NA,1000,4963,1957
NA,NA,NA,1000,4971,1957
NA,NA,NA,1000,4972,1957
NA,NA,NA,1000,4997,1957
60,100,0.6,1000,4998,1957
NA,NA,NA,1000,4999,1957
70,200,0.35,1000,4970,1956
60,240,0.25,1000,4971,1956
NA,NA,NA,1000,4972,1956
NA,NA,NA,1000,4973,1956
70,300,0.23,1000,4998,1956
170,600,0.28,1000,4999,1956
NA,NA,NA,1000,4962,1955
60,300,0.2,1000,4963,1955
600,2000,0.3,1000,4964,1955
700,1900,0.37,1000,4970,1955
700,3000,0.23,1000,4971,1955
60,230,0.26,1000,4972,1955
NA,NA,NA,1000,4998,1955
NA,NA,NA,1000,4999,1955
NA,NA,NA,1000,4784,1954
NA,NA,NA,1000,4955,1954
110,500,0.22,1000,4963,1954
250,1200,0.21,1000,4964,1954
NA,NA,NA,1000,4934,1953
300,1200,0.25,1000,4955,1953
NA,NA,NA,1000,4956,1953
NA,NA,NA,1000,4962,1953
NA,NA,NA,1000,4963,1953
250,900,0.28,1000,4955,1952
NA,NA,NA,1000,4956,1952
NA,NA,NA,1000,4959,1952
NA,NA,NA,1000,4962,1952
NA,NA,NA,1000,4959,1951
NA,NA,NA,1000,4957,1950
NA,NA,NA,1000,4963,1950
500,1200,0.42,1000,4960,1949
NA,NA,NA,1000,5000,1949
20,900,0.02,1000,4766,1948
70,300,0.23,1000,4960,1948
NA,NA,NA,1000,4765,1947
NA,NA,NA,1000,4766,1947
30,180,0.17,1000,5002,1947
40,200,0.2,1000,5003,1947
NA,NA,NA,1000,4765,1946
10,40,0.25,1000,4960,1946
NA,NA,NA,1000,4963,1946
NA,NA,NA,1000,4964,1946
250,600,0.42,1000,5001,1946
400,1200,0.33,1000,5002,1946
500,2100,0.24,1000,5003,1946
NA,NA,NA,1000,5004,1946
NA,NA,NA,1000,4960,1945
NA,NA,NA,1000,5001,1945
120,700,0.17,1000,5002,1945
20,130,0.15,1000,5003,1945
140,2600,0.05,1000,4294,1942
NA,NA,NA,1000,4293,1941
10,3000,0,1000,4294,1941
NA,NA,NA,1000,4179,1939
NA,NA,NA,1000,4232,1939
NA,NA,NA,1000,4269,1938
NA,NA,NA,1000,4217,1933
NA,NA,NA,1000,4223,1925
NA,NA,NA,1000,4263,1924
NA,NA,NA,1000,5554,1922
NA,NA,NA,1000,4286,1918
NA,NA,NA,1000,4890,1918
NA,NA,NA,1000,4268,1912
NA,NA,NA,1000,4260,1909
50,1200,0.04,1000,4269,1909
50,900,0.06,1000,4270,1909
NA,NA,NA,1000,5009,1909
80,1800,0.04,1000,4269,1908
190,3000,0.06,1000,4270,1908
NA,NA,NA,1000,4268,1898
10,270,0.04,1000,4227,1888
NA,NA,NA,1000,4227,1887
NA,NA,NA,1000,4880,1884
NA,NA,NA,1000,4238,1879
NA,NA,NA,1000,5195,1868
NA,NA,NA,1000,5699,1861
10,230,0.04,1000,4226,1852
0,180,0,1000,4226,1851
NA,NA,NA,1000,4227,1851
0,300,0,1000,4228,1850
90,3000,0.03,1000,4284,1845
NA,NA,NA,1000,4289,1845
NA,NA,NA,1000,5474,1844
NA,NA,NA,1000,4244,1843
0,400,0,1000,4235,1839
NA,NA,NA,1000,4248,1839
NA,NA,NA,1000,5249,1839
NA,NA,NA,1000,4262,1831
NA,NA,NA,1000,4267,1831
NA,NA,NA,1000,5469,1831
NA,NA,NA,1000,4226,1829
NA,NA,NA,1000,4238,1829
NA,NA,NA,1000,4221,1826
NA,NA,NA,1000,4260,1825
NA,NA,NA,1000,4224,1821
NA,NA,NA,1000,5723,1819
NA,NA,NA,1000,4220,1816
NA,NA,NA,1000,4285,1814
NA,NA,NA,1000,4221,1813
NA,NA,NA,1000,4213,1811
NA,NA,NA,1000,3451,1810
NA,NA,NA,1000,4216,1810
NA,NA,NA,1000,5660,1810
NA,NA,NA,1000,4246,1809
400,1000,0.4,1000,4247,1809
80,400,0.2,1000,4248,1809
190,2200,0.09,1000,4249,1809
NA,NA,NA,1000,4246,1807
NA,NA,NA,1000,4247,1806
NA,NA,NA,1000,4249,1806
NA,NA,NA,1000,3559,1798
NA,NA,NA,1000,4246,1789
NA,NA,NA,1000,4169,1781
NA,NA,NA,1000,5780,1771
NA,NA,NA,1000,4209,1766
NA,NA,NA,1000,4209,1764
NA,NA,NA,1000,4778,1761
NA,NA,NA,1000,4859,1760
NA,NA,NA,1000,5360,1760
NA,NA,NA,1000,2639,1758
NA,NA,NA,1000,2641,1758
NA,NA,NA,1000,2694,1754
0,0,NA,1000,2709,1749
NA,NA,NA,1000,4843,1746
0,40,0,1000,4839,1731
0,20,0,1000,4839,1730
NA,NA,NA,1000,4703,1727
NA,NA,NA,1000,5314,1709
NA,NA,NA,1000,5259,1703
NA,NA,NA,1000,5689,1688
NA,NA,NA,1000,4819,1684
0,0,NA,1000,5952,1680
NA,NA,NA,1000,4589,1671
NA,NA,NA,1000,4554,1670
NA,NA,NA,1000,4588,1670
10,500,0.02,1000,4589,1670
NA,NA,NA,1000,4728,1667
NA,NA,NA,1000,4741,1666
700,2200,0.32,1000,4575,1665
160,400,0.4,1000,4576,1665
NA,NA,NA,1000,4577,1665
NA,NA,NA,1000,4578,1665
NA,NA,NA,1000,4579,1665
NA,NA,NA,1000,4570,1664
NA,NA,NA,1000,4582,1664
NA,NA,NA,1000,4595,1664
NA,NA,NA,1000,4581,1663
NA,NA,NA,1000,4583,1663
NA,NA,NA,1000,4580,1662
NA,NA,NA,1000,4581,1662
NA,NA,NA,1000,4582,1662
NA,NA,NA,1000,4581,1661
400,700,0.57,1000,4582,1661
230,500,0.46,1000,4583,1661
NA,NA,NA,1000,4584,1661
50,140,0.36,1000,4581,1660
2600,5000,0.52,1000,4582,1660
4000,7000,0.57,1000,4583,1660
NA,NA,NA,1000,4584,1660
NA,NA,NA,1000,4575,1659
170,800,0.21,1000,4601,1659
300,1600,0.19,1000,4602,1659
NA,NA,NA,1000,4603,1659
NA,NA,NA,1000,4790,1659
80,600,0.13,1000,4602,1658
NA,NA,NA,1000,4602,1657
NA,NA,NA,1000,4603,1657
NA,NA,NA,1000,4752,1657
NA,NA,NA,1000,4504,1656
NA,NA,NA,1000,4600,1656
NA,NA,NA,1000,4602,1656
NA,NA,NA,1000,4603,1656
NA,NA,NA,1000,4721,1656
NA,NA,NA,1000,4734,1655
NA,NA,NA,1000,4574,1654
NA,NA,NA,1000,4773,1654
NA,NA,NA,1000,4559,1653
NA,NA,NA,1000,4572,1653
800,2800,0.29,1000,4574,1653
NA,NA,NA,1000,4570,1652
NA,NA,NA,1000,4572,1652
NA,NA,NA,1000,4573,1652
90,300,0.3,1000,4574,1652
120,1100,0.11,1000,4595,1652
NA,NA,NA,1000,4570,1651
200,1400,0.14,1000,4595,1651
NA,NA,NA,1000,4596,1651
NA,NA,NA,1000,4597,1651
NA,NA,NA,1000,4574,1650
30,230,0.13,1000,4595,1650
NA,NA,NA,1000,4596,1650
NA,NA,NA,1000,4748,1649
NA,NA,NA,1000,4756,1649
160,600,0.27,1000,4570,1648
300,1000,0.3,1000,4571,1648
0,6000,0,1000,4720,1648
NA,NA,NA,1000,4747,1648
0,700,0,1000,4748,1648
20,4000,0,1000,4749,1648
60,250,0.24,1000,4570,1647
220,800,0.28,1000,4571,1647
NA,NA,NA,1000,4572,1647
NA,NA,NA,1000,4747,1647
NA,NA,NA,1000,4748,1647
10,2200,0,1000,4749,1647
NA,NA,NA,1000,4564,1646
NA,NA,NA,1000,4570,1646
NA,NA,NA,1000,4623,1646
NA,NA,NA,1000,4748,1646
NA,NA,NA,1000,4772,1646
NA,NA,NA,1000,4571,1645
NA,NA,NA,1000,4749,1645
NA,NA,NA,1000,5302,1645
100,170,0.59,1000,4545,1644
NA,NA,NA,1000,4566,1644
300,700,0.43,1000,4567,1644
140,280,0.5,1000,4568,1644
NA,NA,NA,1000,4569,1644
NA,NA,NA,1000,4610,1644
NA,NA,NA,1000,4612,1644
100,2600,0.04,1000,4613,1644
NA,NA,NA,1000,4727,1644
120,210,0.57,1000,4545,1643
150,180,0.83,1000,4546,1643
110,260,0.42,1000,4565,1643
NA,NA,NA,1000,4566,1643
220,500,0.44,1000,4567,1643
210,500,0.42,1000,4568,1643
300,900,0.33,1000,4569,1643
0,0,NA,1000,4588,1643
NA,NA,NA,1000,4612,1643
400,11000,0.04,1000,4613,1643
50,1600,0.03,1000,4614,1643
NA,NA,NA,1000,4750,1643
170,250,0.68,1000,4545,1642
30,40,0.75,1000,4546,1642
30,70,0.43,1000,4565,1642
140,280,0.5,1000,4566,1642
NA,NA,NA,1000,4567,1642
210,500,0.42,1000,4568,1642
1600,5000,0.32,1000,4569,1642
NA,NA,NA,1000,4613,1642
NA,NA,NA,1000,4614,1642
NA,NA,NA,1000,5562,1642
300,400,0.75,1000,4545,1641
NA,NA,NA,1000,4547,1641
30,90,0.33,1000,4565,1641
NA,NA,NA,1000,4566,1641
30,180,0.17,1000,4569,1641
NA,NA,NA,1000,4612,1641
700,900,0.78,1000,4545,1640
NA,NA,NA,1000,4565,1640
NA,NA,NA,1000,4568,1640
NA,NA,NA,1000,4605,1640
NA,NA,NA,1000,4611,1640
NA,NA,NA,1000,4620,1640
300,700,0.43,1000,4536,1639
1000,1800,0.56,1000,4537,1639
100,190,0.53,1000,4538,1639
NA,NA,NA,1000,4539,1639
NA,NA,NA,1000,4586,1639
NA,NA,NA,1000,4588,1639
NA,NA,NA,1000,4666,1639
600,900,0.67,1000,4536,1638
1700,2700,0.63,1000,4537,1638
240,300,0.8,1000,4538,1638
NA,NA,NA,1000,4539,1638
60,4000,0.01,1000,4660,1638
10,230,0.04,1000,4661,1638
NA,NA,NA,1000,4537,1637
400,600,0.67,1000,4538,1637
30,70,0.43,1000,4539,1637
130,170,0.76,1000,4539,1636
90,290,0.31,1000,4587,1636
300,1500,0.2,1000,4588,1636
20,230,0.09,1000,4589,1636
60,80,0.75,1000,4539,1635
NA,NA,NA,1000,4573,1635
NA,NA,NA,1000,4587,1635
110,300,0.37,1000,4588,1635
NA,NA,NA,1000,4625,1635
60,130,0.46,1000,4539,1634
240,400,0.6,1000,4540,1634
150,210,0.71,1000,4541,1634
100,130,0.77,1000,4542,1634
170,280,0.61,1000,4543,1634
NA,NA,NA,1000,4544,1634
NA,NA,NA,1000,4573,1634
NA,NA,NA,1000,4540,1633
290,400,0.72,1000,4541,1633
70,80,0.88,1000,4542,1633
80,120,0.67,1000,4543,1633
190,290,0.66,1000,4544,1633
60,130,0.46,1000,4576,1633
120,500,0.24,1000,4577,1633
60,170,0.35,1000,4578,1633
NA,NA,NA,1000,4624,1633
NA,NA,NA,1000,4540,1632
40,60,0.67,1000,4541,1632
290,400,0.72,1000,4542,1632
140,200,0.7,1000,4543,1632
400,600,0.67,1000,4544,1632
70,210,0.33,1000,4576,1632
1200,3000,0.4,1000,4577,1632
250,700,0.36,1000,4578,1632
NA,NA,NA,1000,4660,1632
NA,NA,NA,1000,4540,1631
120,160,0.75,1000,4542,1631
600,800,0.75,1000,4543,1631
500,800,0.62,1000,4544,1631
90,400,0.22,1000,4577,1631
NA,NA,NA,1000,4578,1631
NA,NA,NA,1000,4660,1631
50,2200,0.02,1000,4661,1631
NA,NA,NA,1000,4662,1631
NA,NA,NA,1000,4663,1631
NA,NA,NA,1000,4541,1630
250,400,0.62,1000,4542,1630
400,500,0.8,1000,4543,1630
110,210,0.52,1000,4544,1630
NA,NA,NA,1000,4575,1630
NA,NA,NA,1000,4577,1630
NA,NA,NA,1000,4579,1630
NA,NA,NA,1000,4661,1630
NA,NA,NA,1000,3089,1629
NA,NA,NA,1000,4540,1629
170,240,0.71,1000,4541,1629
500,900,0.56,1000,4542,1629
400,500,0.8,1000,4543,1629
150,240,0.62,1000,4544,1629
20,80,0.25,1000,4555,1629
NA,NA,NA,1000,4567,1629
NA,NA,NA,1000,4569,1629
NA,NA,NA,1000,4585,1629
280,600,0.47,1000,4586,1629
NA,NA,NA,1000,4587,1629
500,1300,0.38,1000,4588,1629
800,2900,0.28,1000,4589,1629
NA,NA,NA,1000,4540,1628
80,120,0.67,1000,4541,1628
130,180,0.72,1000,4542,1628
160,240,0.67,1000,4543,1628
0,20,0,1000,4568,1628
20,240,0.08,1000,4569,1628
60,150,0.4,1000,4588,1628
500,1100,0.45,1000,4589,1628
NA,NA,NA,1000,4668,1628
60,80,0.75,1000,4542,1627
NA,NA,NA,1000,4544,1627
90,800,0.11,1000,4568,1627
130,1200,0.11,1000,4569,1627
NA,NA,NA,1000,4638,1627
40,500,0.08,1000,4568,1626
130,1700,0.08,1000,4569,1626
NA,NA,NA,1000,4567,1625
NA,NA,NA,1000,4568,1625
NA,NA,NA,1000,4569,1625
NA,NA,NA,1000,4631,1625
30,90,0.33,1000,4550,1624
120,300,0.4,1000,4551,1624
100,300,0.33,1000,4552,1624
NA,NA,NA,1000,4553,1624
NA,NA,NA,1000,4554,1624
NA,NA,NA,1000,4559,1624
900,3000,0.3,1000,4597,1624
NA,NA,NA,1000,4598,1624
NA,NA,NA,1000,4609,1624
NA,NA,NA,1000,4550,1623
1000,2700,0.37,1000,4551,1623
200,600,0.33,1000,4552,1623
60,120,0.5,1000,4553,1623
NA,NA,NA,1000,4554,1623
NA,NA,NA,1000,4595,1623
NA,NA,NA,1000,4661,1623
NA,NA,NA,1000,4715,1623
20,70,0.29,1000,4552,1622
50,110,0.45,1000,4553,1622
NA,NA,NA,1000,4554,1622
NA,NA,NA,1000,4553,1621
NA,NA,NA,1000,4554,1621
NA,NA,NA,1000,4553,1620
NA,NA,NA,1000,4554,1620
1600,4000,0.4,1000,4584,1619
50,2700,0.02,1000,4775,1619
NA,NA,NA,1000,4582,1618
270,800,0.34,1000,4584,1618
0,140,0,1000,4615,1618
10,2900,0,1000,4615,1617
NA,NA,NA,1000,4718,1617
NA,NA,NA,1000,4580,1616
NA,NA,NA,1000,4581,1616
NA,NA,NA,1000,4583,1616
NA,NA,NA,1000,4584,1616
NA,NA,NA,1000,4582,1615
NA,NA,NA,1000,4583,1615
20,60,0.33,1000,4584,1615
NA,NA,NA,1000,4710,1615
NA,NA,NA,1000,4584,1614
NA,NA,NA,1000,5704,1614
NA,NA,NA,1000,5709,1614
NA,NA,NA,1000,4606,1611
NA,NA,NA,1000,5390,1610
NA,NA,NA,1000,4617,1608
NA,NA,NA,1000,5369,1608
NA,NA,NA,1000,4634,1606
NA,NA,NA,1000,4663,1604
NA,NA,NA,1000,5390,1604
NA,NA,NA,1000,4622,1603
70,300,0.23,1000,4623,1603
400,2600,0.15,1000,4623,1602
80,400,0.2,1000,4624,1602
0,0,NA,1000,5876,1600
0,0,NA,1000,5877,1600
NA,NA,NA,1000,4694,1599
10,4000,0,1000,4695,1599
10,2200,0,1000,4696,1599
NA,NA,NA,1000,4697,1599
NA,NA,NA,1000,5386,1599
NA,NA,NA,1000,4669,1598
20,2100,0.01,1000,4695,1598
NA,NA,NA,1000,4696,1598
NA,NA,NA,1000,4697,1598
NA,NA,NA,1000,4614,1597
NA,NA,NA,1000,4666,1597
NA,NA,NA,1000,4668,1597
NA,NA,NA,1000,4695,1597
280,1200,0.23,1000,4665,1596
NA,NA,NA,1000,4667,1596
180,800,0.22,1000,4665,1595
NA,NA,NA,1000,4666,1595
NA,NA,NA,1000,4619,1594
110,500,0.22,1000,4663,1594
120,240,0.5,1000,4664,1594
NA,NA,NA,1000,4674,1594
NA,NA,NA,1000,4654,1593
NA,NA,NA,1000,4659,1589
NA,NA,NA,1000,4685,1589
NA,NA,NA,1000,4650,1588
600,3000,0.2,1000,4659,1588
700,5000,0.14,1000,4685,1588
300,2200,0.14,1000,4686,1588
170,900,0.19,1000,4685,1587
NA,NA,NA,1000,4686,1587
NA,NA,NA,1000,4686,1583
NA,NA,NA,1000,4714,1579
NA,NA,NA,1000,4657,1578
60,150,0.4,1000,4656,1577
1000,4000,0.25,1000,4657,1577
260,700,0.37,1000,4658,1577
160,600,0.27,1000,4657,1576
700,3000,0.23,1000,4658,1576
NA,NA,NA,1000,4659,1576
NA,NA,NA,1000,4656,1575
NA,NA,NA,1000,4658,1575
NA,NA,NA,1000,4659,1575
30,3000,0.01,1000,4713,1575
10,1700,0.01,1000,4714,1575
10,2000,0,1000,4713,1574
90,2800,0.03,1000,4714,1574
NA,NA,NA,1000,4713,1572
NA,NA,NA,1000,4714,1571
NA,NA,NA,1000,4708,1562
NA,NA,NA,1000,4783,1555
NA,NA,NA,1000,4775,1538
NA,NA,NA,1000,4494,1530
NA,NA,NA,1000,4505,1527
NA,NA,NA,1000,1841,1510
NA,NA,NA,1000,1830,1509
NA,NA,NA,1000,5784,1505
NA,NA,NA,1000,5634,1490
NA,NA,NA,1000,5755,1474
NA,NA,NA,1000,3135,1458
NA,NA,NA,1000,2028,1042
NA,NA,NA,1000,1571,1029
NA,NA,NA,1000,2001,1029
NA,NA,NA,1000,1561,1019
NA,NA,NA,1000,1720,1018
NA,NA,NA,1000,2023,1017
NA,NA,NA,1000,2017,1014
NA,NA,NA,1000,1962,959
NA,NA,0,5000,4980,5365
NA,NA,0,5000,4960,5350
NA,NA,0,5000,4820,5235
NA,NA,0,5000,5075,5225
NA,NA,0,5000,5030,5085
NA,NA,0,5000,4655,5075
0,1300,0,5000,5010,4725
0,1400,0,5000,5030,4700
NA,NA,0,5000,4355,4640
0,1700,0,5000,5070,4635
0,800,0,5000,5075,4635
0,700,0,5000,5075,4630
0,400,0,5000,4985,4615
0,1900,0,5000,5040,4615
0,1300,0,5000,5045,4615
0,1400,0,5000,5050,4615
0,1400,0,5000,5055,4615
0,900,0,5000,4980,4610
0,1300,0,5000,4985,4610
0,800,0,5000,5040,4610
0,1400,0,5000,5045,4610
0,1600,0,5000,5050,4610
0,1100,0,5000,5055,4610
0,500,0,5000,5100,4610
0,800,0,5000,5020,4605
0,800,0,5000,5025,4605
0,1100,0,5000,5030,4605
0,1500,0,5000,5035,4605
0,1000,0,5000,5070,4605
0,600,0,5000,5035,4600
0,600,0,5000,5070,4600
0,600,0,5000,4420,4595
0,800,0,5000,4425,4595
0,700,0,5000,4970,4575
0,1000,0,5000,4975,4575
0,400,0,5000,4970,4570
0,1600,0,5000,4975,4570
0,290,0,5000,4400,4560
0,280,0,5000,4405,4560
0,400,0,5000,4380,4555
0,500,0,5000,4385,4555
0,500,0,5000,4960,4555
0,1100,0,5000,4965,4555
0,600,0,5000,4380,4550
0,600,0,5000,4385,4550
0,1100,0,5000,4960,4550
0,1000,0,5000,4965,4550
0,300,0,5000,4390,4545
0,400,0,5000,4395,4545
0,600,0,5000,4390,4540
0,500,0,5000,4395,4540
0,300,0,5000,4935,4540
0,400,0,5000,4380,4535
0,1200,0,5000,4385,4535
0,1100,0,5000,4390,4535
0,1000,0,5000,4395,4535
0,900,0,5000,4950,4535
0,900,0,5000,4380,4530
0,600,0,5000,4385,4530
0,900,0,5000,4390,4530
0,400,0,5000,4395,4530
0,900,0,5000,4950,4530
0,1600,0,5000,4955,4530
0,1400,0,5000,4960,4525
0,700,0,5000,4965,4525
0,1000,0,5000,5010,4525
0,1200,0,5000,4960,4520
0,500,0,5000,4965,4520
0,600,0,5000,5010,4520
0,1000,0,5000,5015,4520
0,400,0,5000,4300,4515
0,280,0,5000,4305,4515
0,800,0,5000,4380,4515
0,1000,0,5000,4385,4515
0,800,0,5000,4960,4515
0,1300,0,5000,4965,4515
0,1400,0,5000,4300,4510
0,800,0,5000,4305,4510
0,1200,0,5000,4380,4510
0,900,0,5000,4385,4510
0,800,0,5000,4960,4510
0,1000,0,5000,4965,4510
0,1200,0,5000,4960,4505
0,1000,0,5000,4965,4505
0,900,0,5000,4970,4505
0,1500,0,5000,4975,4505
0,600,0,5000,5005,4505
0,900,0,5000,5020,4505
0,700,0,5000,4960,4500
0,2200,0,5000,4965,4500
0,1400,0,5000,4970,4500
0,1100,0,5000,4975,4500
0,700,0,5000,5000,4500
0,800,0,5000,5005,4500
0,400,0,5000,5020,4500
0,1600,0,5000,5025,4500
0,900,0,5000,4940,4495
0,500,0,5000,4945,4495
0,400,0,5000,4960,4495
0,800,0,5000,4965,4495
0,400,0,5000,4940,4490
0,600,0,5000,4945,4490
0,900,0,5000,4960,4490
0,700,0,5000,4965,4490
0,900,0,5000,4930,4485
0,2000,0,5000,4935,4485
0,1900,0,5000,4940,4485
0,2500,0,5000,4945,4485
0,1400,0,5000,4950,4485
0,1400,0,5000,4955,4485
0,2400,0,5000,4930,4480
0,600,0,5000,4935,4480
0,500,0,5000,4940,4480
0,600,0,5000,4945,4480
0,2100,0,5000,4950,4480
0,1200,0,5000,4955,4480
0,900,0,5000,5025,4465
0,600,0,5000,5025,4460
0,1100,0,5000,4950,4445
0,300,0,5000,4955,4445
0,2000,0,5000,4960,4445
0,1000,0,5000,4965,4445
0,900,0,5000,4950,4440
0,900,0,5000,4955,4440
0,1800,0,5000,4960,4440
0,1300,0,5000,4965,4440
0,800,0,5000,4910,4435
0,900,0,5000,4915,4435
0,800,0,5000,4910,4430
0,1600,0,5000,4930,4425
0,1000,0,5000,4935,4425
0,1100,0,5000,4940,4425
0,1500,0,5000,4945,4425
0,700,0,5000,4940,4420
0,1400,0,5000,4945,4420
NA,NA,0,5000,4475,4410
0,700,0,5000,4970,4395
0,900,0,5000,4975,4395
0,500,0,5000,4970,4390
0,600,0,5000,4975,4390
0,800,0,5000,4980,4365
0,500,0,5000,4985,4365
0,800,0,5000,4980,4360
0,1200,0,5000,4985,4360
0,110,0,5000,4155,4355
0,290,0,5000,4155,4350
0,280,0,5000,5010,4345
0,900,0,5000,5015,4345
0,700,0,5000,5300,4345
0,900,0,5000,5305,4345
0,600,0,5000,5010,4340
0,500,0,5000,5015,4340
0,800,0,5000,5300,4340
0,700,0,5000,5305,4340
0,700,0,5000,5000,4315
0,700,0,5000,5005,4315
0,500,0,5000,5050,4315
0,800,0,5000,5055,4315
0,400,0,5000,4265,4310
0,1200,0,5000,5000,4310
0,300,0,5000,5005,4310
0,1500,0,5000,5050,4310
0,600,0,5000,5055,4310
0,290,0,5000,4130,4305
0,100,0,5000,4135,4305
0,280,0,5000,4140,4305
0,400,0,5000,4250,4305
0,400,0,5000,4255,4305
0,1000,0,5000,4270,4305
0,800,0,5000,4275,4305
0,900,0,5000,5120,4305
0,500,0,5000,5125,4305
0,150,0,5000,4135,4300
0,1100,0,5000,5120,4300
0,600,0,5000,5125,4300
0,1700,0,5000,5000,4295
0,1000,0,5000,5005,4295
0,1000,0,5000,5210,4295
0,1000,0,5000,5215,4295
0,800,0,5000,5220,4295
0,1000,0,5000,5225,4295
0,600,0,5000,4275,4290
NA,NA,0,5000,4585,4290
0,1000,0,5000,5000,4290
0,1700,0,5000,5005,4290
0,900,0,5000,5210,4290
0,1000,0,5000,5215,4290
0,700,0,5000,5220,4290
0,700,0,5000,5225,4290
0,700,0,5000,4970,4285
0,800,0,5000,4975,4285
0,2100,0,5000,5000,4285
0,400,0,5000,5005,4285
0,600,0,5000,5020,4285
0,1700,0,5000,5025,4285
0,1000,0,5000,5030,4285
0,400,0,5000,5035,4285
0,1800,0,5000,5210,4285
0,800,0,5000,5215,4285
0,500,0,5000,5250,4285
0,270,0,5000,5255,4285
0,160,0,5000,4100,4280
0,170,0,5000,4105,4280
0,1300,0,5000,4970,4280
0,500,0,5000,5000,4280
0,1400,0,5000,5005,4280
0,1400,0,5000,5020,4280
0,1000,0,5000,5025,4280
0,1100,0,5000,5030,4280
0,700,0,5000,5035,4280
0,1200,0,5000,5210,4280
0,700,0,5000,5215,4280
0,600,0,5000,5250,4280
0,1000,0,5000,5255,4280
0,600,0,5000,5030,4275
0,1500,0,5000,5035,4275
0,700,0,5000,5040,4275
0,1000,0,5000,5045,4275
0,1300,0,5000,5050,4275
0,1500,0,5000,5055,4275
0,1700,0,5000,5120,4275
0,400,0,5000,5125,4275
0,600,0,5000,5160,4275
0,900,0,5000,5165,4275
0,1100,0,5000,5220,4275
0,700,0,5000,5225,4275
NA,NA,0,5000,4200,4270
0,800,0,5000,5030,4270
0,1000,0,5000,5035,4270
0,1200,0,5000,5040,4270
0,500,0,5000,5045,4270
0,1400,0,5000,5050,4270
0,900,0,5000,5055,4270
0,1200,0,5000,5120,4270
0,1100,0,5000,5125,4270
0,800,0,5000,5160,4270
0,900,0,5000,5165,4270
0,500,0,5000,5220,4270
0,700,0,5000,5225,4270
0,900,0,5000,5000,4265
0,700,0,5000,5005,4265
0,1400,0,5000,5010,4265
0,1400,0,5000,5015,4265
0,2200,0,5000,5020,4265
0,1700,0,5000,5025,4265
0,1200,0,5000,5030,4265
0,400,0,5000,5035,4265
0,500,0,5000,5110,4265
0,500,0,5000,5115,4265
0,800,0,5000,5160,4265
0,1700,0,5000,5165,4265
0,1500,0,5000,5000,4260
0,1200,0,5000,5005,4260
0,1900,0,5000,5010,4260
0,1500,0,5000,5015,4260
0,1600,0,5000,5020,4260
0,700,0,5000,5025,4260
0,1000,0,5000,5030,4260
0,1700,0,5000,5035,4260
0,400,0,5000,5110,4260
0,600,0,5000,5115,4260
0,500,0,5000,5160,4260
0,1300,0,5000,5165,4260
0,900,0,5000,5010,4255
0,1400,0,5000,5015,4255
0,1000,0,5000,5020,4255
0,1200,0,5000,5025,4255
0,2600,0,5000,5030,4255
0,700,0,5000,5035,4255
0,1500,0,5000,5040,4255
0,1100,0,5000,5045,4255
0,500,0,5000,5170,4255
0,1100,0,5000,5175,4255
0,800,0,5000,5010,4250
0,600,0,5000,5015,4250
0,2300,0,5000,5020,4250
0,1200,0,5000,5025,4250
0,700,0,5000,5030,4250
0,1300,0,5000,5035,4250
0,700,0,5000,5040,4250
0,800,0,5000,5045,4250
0,1100,0,5000,5170,4250
0,800,0,5000,5175,4250
0,900,0,5000,5030,4245
0,1700,0,5000,5035,4245
0,1100,0,5000,5040,4245
0,1500,0,5000,5045,4245
0,1200,0,5000,5050,4245
0,800,0,5000,5055,4245
0,1000,0,5000,5130,4245
0,1300,0,5000,5135,4245
0,1100,0,5000,5030,4240
0,1600,0,5000,5035,4240
0,800,0,5000,5040,4240
0,1500,0,5000,5045,4240
0,1800,0,5000,5050,4240
0,800,0,5000,5055,4240
0,1100,0,5000,5130,4240
0,1000,0,5000,5135,4240
0,240,0,5000,4320,4235
0,400,0,5000,4325,4235
0,1300,0,5000,4330,4235
0,500,0,5000,4335,4235
0,1100,0,5000,5000,4235
0,1200,0,5000,5005,4235
0,600,0,5000,5010,4235
0,1400,0,5000,5015,4235
0,1000,0,5000,5020,4235
0,800,0,5000,5025,4235
0,1600,0,5000,5040,4235
0,2800,0,5000,5045,4235
0,2000,0,5000,5050,4235
0,1300,0,5000,5055,4235
0,500,0,5000,4325,4230
0,100,0,5000,4330,4230
0,900,0,5000,4335,4230
0,1000,0,5000,5000,4230
0,1500,0,5000,5005,4230
0,600,0,5000,5010,4230
0,1800,0,5000,5015,4230
0,800,0,5000,5020,4230
0,1100,0,5000,5025,4230
0,1200,0,5000,5040,4230
0,1600,0,5000,5045,4230
0,1800,0,5000,5050,4230
0,1000,0,5000,5055,4230
0,150,0,5000,4145,4225
0,180,0,5000,4325,4225
0,400,0,5000,4330,4225
0,300,0,5000,4335,4225
0,2400,0,5000,4970,4225
0,300,0,5000,4975,4225
0,1000,0,5000,4990,4225
